area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A343	14.187500	34.687500	[(13.866666666666667, 34.43165898666666), (14.558333333333334, 34.43165898666666), (14.558333333333334, 34.95561636), (13.866666666666667, 34.95561636), (13.866666666666667, 34.43165898666666)]	28	8
A344	14.187500	35.218750	[(13.866666666666667, 34.95561636), (14.558333333333334, 34.95561636), (14.558333333333334, 35.47957373333333), (13.866666666666667, 35.47957373333333), (13.866666666666667, 34.95561636)]	28	9
A345	14.164583	35.734722	[(13.866666666666667, 35.47957373333333), (14.558333333333334, 35.47957373333333), (14.558333333333334, 36.003531106666664), (13.866666666666667, 36.003531106666664), (13.866666666666667, 35.47957373333333)]	28	10
A346	14.185294	36.288971	[(13.866666666666667, 36.003531106666664), (14.558333333333334, 36.003531106666664), (14.558333333333334, 36.52748848), (13.866666666666667, 36.52748848), (13.866666666666667, 36.003531106666664)]	28	11
A347	14.157437	36.764241	[(13.866666666666667, 36.52748848), (14.558333333333334, 36.52748848), (14.558333333333334, 37.051445853333334), (13.866666666666667, 37.051445853333334), (13.866666666666667, 36.52748848)]	28	12
A348	14.031250	37.062500	[(13.866666666666667, 37.051445853333334), (14.558333333333334, 37.051445853333334), (14.558333333333334, 37.575403226666666), (13.866666666666667, 37.575403226666666), (13.866666666666667, 37.051445853333334)]	28	13
A349	14.187500	38.062500	[(13.866666666666667, 37.575403226666666), (14.558333333333334, 37.575403226666666), (14.558333333333334, 38.0993606), (13.866666666666667, 38.0993606), (13.866666666666667, 37.575403226666666)]	28	14
A350	14.187500	38.343750	[(13.866666666666667, 38.0993606), (14.558333333333334, 38.0993606), (14.558333333333334, 38.62331797333333), (13.866666666666667, 38.62331797333333), (13.866666666666667, 38.0993606)]	28	15
A351	14.187500	38.875000	[(13.866666666666667, 38.62331797333333), (14.558333333333334, 38.62331797333333), (14.558333333333334, 39.14727534666667), (13.866666666666667, 39.14727534666667), (13.866666666666667, 38.62331797333333)]	28	16
A352	14.187500	39.406250	[(13.866666666666667, 39.14727534666667), (14.558333333333334, 39.14727534666667), (14.558333333333334, 39.67123272), (13.866666666666667, 39.67123272), (13.866666666666667, 39.14727534666667)]	28	17
A353	14.187500	39.937500	[(13.866666666666667, 39.67123272), (14.558333333333334, 39.67123272), (14.558333333333334, 40.19519009333333), (13.866666666666667, 40.19519009333333), (13.866666666666667, 39.67123272)]	28	18
A354	14.164263	40.450321	[(13.866666666666667, 40.19519009333333), (14.558333333333334, 40.19519009333333), (14.558333333333334, 40.71914746666667), (13.866666666666667, 40.71914746666667), (13.866666666666667, 40.19519009333333)]	28	19
A355	14.066667	40.845833	[(13.866666666666667, 40.71914746666667), (14.558333333333334, 40.71914746666667), (14.558333333333334, 41.24310484), (13.866666666666667, 41.24310484), (13.866666666666667, 40.71914746666667)]	28	20
A356	14.318750	42.637500	[(13.866666666666667, 42.291019586666664), (14.558333333333334, 42.291019586666664), (14.558333333333334, 42.814976959999996), (13.866666666666667, 42.814976959999996), (13.866666666666667, 42.291019586666664)]	28	23
A357	14.205572	43.102410	[(13.866666666666667, 42.814976959999996), (14.558333333333334, 42.814976959999996), (14.558333333333334, 43.338934333333334), (13.866666666666667, 43.338934333333334), (13.866666666666667, 42.814976959999996)]	28	24
A358	14.187500	43.593750	[(13.866666666666667, 43.338934333333334), (14.558333333333334, 43.338934333333334), (14.558333333333334, 43.862891706666666), (13.866666666666667, 43.862891706666666), (13.866666666666667, 43.338934333333334)]	28	25
A359	14.187500	44.125000	[(13.866666666666667, 43.862891706666666), (14.558333333333334, 43.862891706666666), (14.558333333333334, 44.38684908), (13.866666666666667, 44.38684908), (13.866666666666667, 43.862891706666666)]	28	26
A360	14.145522	44.637127	[(13.866666666666667, 44.38684908), (14.558333333333334, 44.38684908), (14.558333333333334, 44.910806453333336), (13.866666666666667, 44.910806453333336), (13.866666666666667, 44.38684908)]	28	27
A361	14.319444	45.120370	[(13.866666666666667, 44.910806453333336), (14.558333333333334, 44.910806453333336), (14.558333333333334, 45.43476382666667), (13.866666666666667, 45.43476382666667), (13.866666666666667, 44.910806453333336)]	28	28
A362	14.933442	32.639610	[(14.558333333333334, 32.335829493333335), (15.25, 32.335829493333335), (15.25, 32.85978686666667), (14.558333333333334, 32.85978686666667), (14.558333333333334, 32.335829493333335)]	29	4
A363	14.906250	33.125000	[(14.558333333333334, 32.85978686666667), (15.25, 32.85978686666667), (15.25, 33.38374424), (14.558333333333334, 33.38374424), (14.558333333333334, 32.85978686666667)]	29	5
A364	14.906250	33.656250	[(14.558333333333334, 33.38374424), (15.25, 33.38374424), (15.25, 33.90770161333333), (14.558333333333334, 33.90770161333333), (14.558333333333334, 33.38374424)]	29	6
A365	14.906250	34.156250	[(14.558333333333334, 33.90770161333333), (15.25, 33.90770161333333), (15.25, 34.43165898666666), (14.558333333333334, 34.43165898666666), (14.558333333333334, 33.90770161333333)]	29	7
A366	14.906250	34.687500	[(14.558333333333334, 34.43165898666666), (15.25, 34.43165898666666), (15.25, 34.95561636), (14.558333333333334, 34.95561636), (14.558333333333334, 34.43165898666666)]	29	8
A367	14.906250	35.218750	[(14.558333333333334, 34.95561636), (15.25, 34.95561636), (15.25, 35.47957373333333), (14.558333333333334, 35.47957373333333), (14.558333333333334, 34.95561636)]	29	9
A368	14.912736	35.748231	[(14.558333333333334, 35.47957373333333), (15.25, 35.47957373333333), (15.25, 36.003531106666664), (14.558333333333334, 36.003531106666664), (14.558333333333334, 35.47957373333333)]	29	10
A369	14.906250	36.281250	[(14.558333333333334, 36.003531106666664), (15.25, 36.003531106666664), (15.25, 36.52748848), (14.558333333333334, 36.52748848), (14.558333333333334, 36.003531106666664)]	29	11
A370	14.934593	36.661337	[(14.558333333333334, 36.52748848), (15.25, 36.52748848), (15.25, 37.051445853333334), (14.558333333333334, 37.051445853333334), (14.558333333333334, 36.52748848)]	29	12
A371	15.200893	37.419643	[(14.558333333333334, 37.051445853333334), (15.25, 37.051445853333334), (15.25, 37.575403226666666), (14.558333333333334, 37.575403226666666), (14.558333333333334, 37.051445853333334)]	29	13
A372	15.234375	37.671875	[(14.558333333333334, 37.575403226666666), (15.25, 37.575403226666666), (15.25, 38.0993606), (14.558333333333334, 38.0993606), (14.558333333333334, 37.575403226666666)]	29	14
A373	14.885417	38.368590	[(14.558333333333334, 38.0993606), (15.25, 38.0993606), (15.25, 38.62331797333333), (14.558333333333334, 38.62331797333333), (14.558333333333334, 38.0993606)]	29	15
A374	14.906250	38.875000	[(14.558333333333334, 38.62331797333333), (15.25, 38.62331797333333), (15.25, 39.14727534666667), (14.558333333333334, 39.14727534666667), (14.558333333333334, 38.62331797333333)]	29	16
A375	14.906250	39.406250	[(14.558333333333334, 39.14727534666667), (15.25, 39.14727534666667), (15.25, 39.67123272), (14.558333333333334, 39.67123272), (14.558333333333334, 39.14727534666667)]	29	17
A376	14.890319	39.924020	[(14.558333333333334, 39.67123272), (15.25, 39.67123272), (15.25, 40.19519009333333), (14.558333333333334, 40.19519009333333), (14.558333333333334, 39.67123272)]	29	18
A377	14.729167	40.427083	[(14.558333333333334, 40.19519009333333), (15.25, 40.19519009333333), (15.25, 40.71914746666667), (14.558333333333334, 40.71914746666667), (14.558333333333334, 40.19519009333333)]	29	19
A378	15.004167	42.138889	[(14.558333333333334, 41.76706221333333), (15.25, 41.76706221333333), (15.25, 42.291019586666664), (14.558333333333334, 42.291019586666664), (14.558333333333334, 41.76706221333333)]	29	22
A379	14.906250	42.562500	[(14.558333333333334, 42.291019586666664), (15.25, 42.291019586666664), (15.25, 42.814976959999996), (14.558333333333334, 42.814976959999996), (14.558333333333334, 42.291019586666664)]	29	23
A380	14.906250	43.093750	[(14.558333333333334, 42.814976959999996), (15.25, 42.814976959999996), (15.25, 43.338934333333334), (14.558333333333334, 43.338934333333334), (14.558333333333334, 42.814976959999996)]	29	24
A381	14.902632	43.591447	[(14.558333333333334, 43.338934333333334), (15.25, 43.338934333333334), (15.25, 43.862891706666666), (14.558333333333334, 43.862891706666666), (14.558333333333334, 43.338934333333334)]	29	25
A382	14.796154	44.105769	[(14.558333333333334, 43.862891706666666), (15.25, 43.862891706666666), (15.25, 44.38684908), (14.558333333333334, 44.38684908), (14.558333333333334, 43.862891706666666)]	29	26
A383	14.680147	44.610294	[(14.558333333333334, 44.38684908), (15.25, 44.38684908), (15.25, 44.910806453333336), (14.558333333333334, 44.910806453333336), (14.558333333333334, 44.38684908)]	29	27
A384	14.625000	44.937500	[(14.558333333333334, 44.910806453333336), (15.25, 44.910806453333336), (15.25, 45.43476382666667), (14.558333333333334, 45.43476382666667), (14.558333333333334, 44.910806453333336)]	29	28
A385	15.768293	31.600610	[(15.25, 31.287914746666665), (15.941666666666666, 31.287914746666665), (15.941666666666666, 31.811872119999997), (15.25, 31.811872119999997), (15.25, 31.287914746666665)]	30	2
A386	15.661932	32.071733	[(15.25, 31.811872119999997), (15.941666666666666, 31.811872119999997), (15.941666666666666, 32.335829493333335), (15.25, 32.335829493333335), (15.25, 31.811872119999997)]	30	3
A387	15.593750	32.593750	[(15.25, 32.335829493333335), (15.941666666666666, 32.335829493333335), (15.941666666666666, 32.85978686666667), (15.25, 32.85978686666667), (15.25, 32.335829493333335)]	30	4
A388	15.593750	33.125000	[(15.25, 32.85978686666667), (15.941666666666666, 32.85978686666667), (15.941666666666666, 33.38374424), (15.25, 33.38374424), (15.25, 32.85978686666667)]	30	5
A389	15.593750	33.656250	[(15.25, 33.38374424), (15.941666666666666, 33.38374424), (15.941666666666666, 33.90770161333333), (15.25, 33.90770161333333), (15.25, 33.38374424)]	30	6
A390	15.593750	34.156250	[(15.25, 33.90770161333333), (15.941666666666666, 33.90770161333333), (15.941666666666666, 34.43165898666666), (15.25, 34.43165898666666), (15.25, 33.90770161333333)]	30	7
A391	15.593750	34.687500	[(15.25, 34.43165898666666), (15.941666666666666, 34.43165898666666), (15.941666666666666, 34.95561636), (15.25, 34.95561636), (15.25, 34.43165898666666)]	30	8
A392	15.593750	35.218750	[(15.25, 34.95561636), (15.941666666666666, 34.95561636), (15.941666666666666, 35.47957373333333), (15.25, 35.47957373333333), (15.25, 34.95561636)]	30	9
A393	15.593750	35.750000	[(15.25, 35.47957373333333), (15.941666666666666, 35.47957373333333), (15.941666666666666, 36.003531106666664), (15.25, 36.003531106666664), (15.25, 35.47957373333333)]	30	10
A394	15.593750	36.281250	[(15.25, 36.003531106666664), (15.941666666666666, 36.003531106666664), (15.941666666666666, 36.52748848), (15.25, 36.52748848), (15.25, 36.003531106666664)]	30	11
A395	15.597368	36.778947	[(15.25, 36.52748848), (15.941666666666666, 36.52748848), (15.941666666666666, 37.051445853333334), (15.25, 37.051445853333334), (15.25, 36.52748848)]	30	12
A396	15.603571	37.317262	[(15.25, 37.051445853333334), (15.941666666666666, 37.051445853333334), (15.941666666666666, 37.575403226666666), (15.25, 37.575403226666666), (15.25, 37.051445853333334)]	30	13
A397	15.591964	37.788393	[(15.25, 37.575403226666666), (15.941666666666666, 37.575403226666666), (15.941666666666666, 38.0993606), (15.25, 38.0993606), (15.25, 37.575403226666666)]	30	14
A398	15.539871	38.420259	[(15.25, 38.0993606), (15.941666666666666, 38.0993606), (15.941666666666666, 38.62331797333333), (15.25, 38.62331797333333), (15.25, 38.0993606)]	30	15
A399	15.587264	38.879127	[(15.25, 38.62331797333333), (15.941666666666666, 38.62331797333333), (15.941666666666666, 39.14727534666667), (15.25, 39.14727534666667), (15.25, 38.62331797333333)]	30	16
A400	15.576236	39.396978	[(15.25, 39.14727534666667), (15.941666666666666, 39.14727534666667), (15.941666666666666, 39.67123272), (15.25, 39.67123272), (15.25, 39.14727534666667)]	30	17
A401	15.481971	39.840144	[(15.25, 39.67123272), (15.941666666666666, 39.67123272), (15.941666666666666, 40.19519009333333), (15.25, 40.19519009333333), (15.25, 39.67123272)]	30	18
A402	15.593750	42.093750	[(15.25, 41.76706221333333), (15.941666666666666, 41.76706221333333), (15.941666666666666, 42.291019586666664), (15.25, 42.291019586666664), (15.25, 41.76706221333333)]	30	22
A403	15.593750	42.562500	[(15.25, 42.291019586666664), (15.941666666666666, 42.291019586666664), (15.941666666666666, 42.814976959999996), (15.25, 42.814976959999996), (15.25, 42.291019586666664)]	30	23
A404	15.593750	43.093750	[(15.25, 42.814976959999996), (15.941666666666666, 42.814976959999996), (15.941666666666666, 43.338934333333334), (15.25, 43.338934333333334), (15.25, 42.814976959999996)]	30	24
A405	15.567568	43.549831	[(15.25, 43.338934333333334), (15.941666666666666, 43.338934333333334), (15.941666666666666, 43.862891706666666), (15.25, 43.862891706666666), (15.25, 43.338934333333334)]	30	25
A406	15.468750	43.875000	[(15.25, 43.862891706666666), (15.941666666666666, 43.862891706666666), (15.941666666666666, 44.38684908), (15.25, 44.38684908), (15.25, 43.862891706666666)]	30	26
A407	16.437500	31.250000	[(15.941666666666666, 30.763957373333334), (16.633333333333333, 30.763957373333334), (16.633333333333333, 31.287914746666665), (15.941666666666666, 31.287914746666665), (15.941666666666666, 30.763957373333334)]	31	1
A408	16.312500	31.531250	[(15.941666666666666, 31.287914746666665), (16.633333333333333, 31.287914746666665), (16.633333333333333, 31.811872119999997), (15.941666666666666, 31.811872119999997), (15.941666666666666, 31.287914746666665)]	31	2
A409	16.312500	32.062500	[(15.941666666666666, 31.811872119999997), (16.633333333333333, 31.811872119999997), (16.633333333333333, 32.335829493333335), (15.941666666666666, 32.335829493333335), (15.941666666666666, 31.811872119999997)]	31	3
A410	16.312500	32.593750	[(15.941666666666666, 32.335829493333335), (16.633333333333333, 32.335829493333335), (16.633333333333333, 32.85978686666667), (15.941666666666666, 32.85978686666667), (15.941666666666666, 32.335829493333335)]	31	4
A411	16.312500	33.125000	[(15.941666666666666, 32.85978686666667), (16.633333333333333, 32.85978686666667), (16.633333333333333, 33.38374424), (15.941666666666666, 33.38374424), (15.941666666666666, 32.85978686666667)]	31	5
A412	16.312500	33.656250	[(15.941666666666666, 33.38374424), (16.633333333333333, 33.38374424), (16.633333333333333, 33.90770161333333), (15.941666666666666, 33.90770161333333), (15.941666666666666, 33.38374424)]	31	6
A413	16.312500	34.156250	[(15.941666666666666, 33.90770161333333), (16.633333333333333, 33.90770161333333), (16.633333333333333, 34.43165898666666), (15.941666666666666, 34.43165898666666), (15.941666666666666, 33.90770161333333)]	31	7
A414	16.312500	34.687500	[(15.941666666666666, 34.43165898666666), (16.633333333333333, 34.43165898666666), (16.633333333333333, 34.95561636), (15.941666666666666, 34.95561636), (15.941666666666666, 34.43165898666666)]	31	8
A415	16.312500	35.218750	[(15.941666666666666, 34.95561636), (16.633333333333333, 34.95561636), (16.633333333333333, 35.47957373333333), (15.941666666666666, 35.47957373333333), (15.941666666666666, 34.95561636)]	31	9
A416	16.312500	35.750000	[(15.941666666666666, 35.47957373333333), (16.633333333333333, 35.47957373333333), (16.633333333333333, 36.003531106666664), (15.941666666666666, 36.003531106666664), (15.941666666666666, 35.47957373333333)]	31	10
A417	16.312500	36.281250	[(15.941666666666666, 36.003531106666664), (16.633333333333333, 36.003531106666664), (16.633333333333333, 36.52748848), (15.941666666666666, 36.52748848), (15.941666666666666, 36.003531106666664)]	31	11
A418	16.312500	36.781250	[(15.941666666666666, 36.52748848), (16.633333333333333, 36.52748848), (16.633333333333333, 37.051445853333334), (15.941666666666666, 37.051445853333334), (15.941666666666666, 36.52748848)]	31	12
